	cons	rand	q95	cat
G6PC3	159	144.492	162.04999999999995	None
GLIPR2	0	0.0	0.0	None
GAS2	37	32.135	41.0	None
FOXE3	56	78.3	92.0	None
GALR3	0	0.0	0.0	None
FOXN4	0	0.0	0.0	None
GGA1	56	23.551	31.0	None
GGACT	0	0.0	0.0	None
GIT1	165	178.493	198.0	None
GCSAM	75	65.678	79.0	None
GPA33	96	116.551	133.0	None
GNL3	0	0.0	0.0	None
GPR84	0	0.0	0.0	None
GPR150	59	71.706	85.0	None
RASGRP3	61	56.197	69.0	None
HACE1	0	0.0	0.0	ub
GTPBP2	0	0.0	0.0	None
HGD	118	100.39	116.04999999999995	None
KRTAP15-1	0	0.0	0.0	None
KRTAP17-1	0	0.0	0.0	None
KRTAP13-4	0	0.0	0.0	None
KIF16B	73	48.252	60.0	None
NKIRAS2	0	0.0	0.0	None
CKM	0	0.0	0.0	None
ST13	66	58.921	71.0	chap
FAM110A	28	62.146	75.0	None
FAM20A	398	259.187	283.0	None
ERAP1	0	0.0	0.0	None
EXT1	72	44.516	55.0	None
F7	14	31.011	41.0	None
FAM219A	121	100.443	116.0	None
EXTL3	156	169.615	189.0	None
ESYT2	83	88.41	103.0	None
FAM217A	39	41.498	52.0	None
EXTL1	150	96.385	112.0	None
ERN2	10	13.889	20.0	None
FAM222B	32	26.981	36.0	None
EYA3	131	104.274	120.0	None
PFKFB1	320	183.722	204.0	None
SMG6	277	182.098	202.0	None
FJX1	0	0.0	0.0	None
FGF18	13	11.758	18.0	None
FGD3	54	43.915	55.0	None
HFE	56	42.69	54.0	None
FCHO1	150	145.216	164.0	None
TSTA3	71	80.566	94.04999999999995	None
FER1L6	54	44.881	56.0	None
FYN	62	80.575	95.0	None
GAPT	231	152.3	171.0	None
FXR2	0	0.0	0.0	None
FOXA1	0	0.0	0.0	None
FSCB	73	55.138	68.0	None
FOXO3	0	0.0	0.0	None
GLB1L3	11	9.638	15.0	None
GLT8D2	19	23.057	31.0	None
IFI30	0	0.0	0.0	None
GABRB1	84	63.064	76.0	None
IL11	0	0.0	0.0	None
HYI	0	0.0	0.0	None
HYAL4	160	96.544	112.0	None
HOXB5	0	0.0	0.0	None
IDH3A	72	85.343	100.0	None
SPAM1	0	0.0	0.0	None
HOXB9	28	45.16	56.0	None
HOXB7	117	120.646	138.0	None
HAS2	77	70.043	85.0	None
IDH3G	66	53.434	65.0	None
HYOU1	80	70.698	84.0	chap
HAS3	328	281.28	306.04999999999995	None
IL13	90	106.883	122.0	None
HOXB8	75	39.832	50.0	None
IL15	0	0.0	0.0	None
HOXC10	88	79.575	94.0	None
IDH1	0	0.0	0.0	None
IL16	59	50.277	62.0	None
HOXC11	0	0.0	0.0	None
HOXC12	0	0.0	0.0	None
HOXC13	0	0.0	0.0	None
IL17B	0	0.0	0.0	None
FAM126A	38	59.617	73.0	None
HVCN1	27	14.255	20.049999999999955	None
IL17C	57	54.153	66.0	None
IL17D	0	0.0	0.0	None
HOXC4	18	41.389	52.0	None
IL17F	175	153.25	171.0	None
IDH2	58	63.153	76.0	None
HOXC5	0	0.0	0.0	None
IL17A	0	0.0	0.0	None
HOXC6	126	106.822	122.04999999999995	None
HOXC8	0	0.0	0.0	None
IL18R1	0	0.0	0.0	None
HYDIN	108	118.116	135.0	None
HOXC9	0	0.0	0.0	None
IL18	0	0.0	0.0	None
KRT79	0	0.0	0.0	None
IL19	155	187.178	207.04999999999995	None
IL1RAP	249	197.121	218.04999999999995	None
HOXA10	0	0.0	0.0	None
HOXD10	309	142.475	161.0	None
EPHX1	0	0.0	0.0	None
HOXA11	62	75.815	90.0	None
PRODH2	362	265.786	290.0	None
HOXD11	159	83.481	97.04999999999995	None
IDI1	0	0.0	0.0	None
HOXD12	0	0.0	0.0	None
HOXA1	173	153.032	171.04999999999995	None
EPHX2	150	112.817	129.0	None
GNB5	0	0.0	0.0	None
PIGK	0	0.0	0.0	None
GPX2	0	0.0	0.0	None
HAUS6	32	22.807	30.0	None
GSKIP	158	128.783	146.0	None
HARS	0	0.0	0.0	None
NHLH2	20	30.841	40.0	None
HERC3	463	276.555	299.0	None
KLHL23	0	0.0	0.0	None
KLHL38	253	127.208	146.0	None
KIF6	0	0.0	0.0	None
KIF7	17	21.779	30.0	None
PRKD1	0	0.0	0.0	None
KLF1	0	0.0	0.0	None
KAT2A	88	92.465	108.0	None
LUC7L3	63	44.489	56.0	None
LENG8	55	45.069	56.0	None
DTYMK	0	0.0	0.0	None
SERPINA3	271	165.256	186.0	None
ACTL6B	108	90.665	105.0	None
GPT	0	0.0	0.0	None
ACY3	0	0.0	0.0	None
AGAP2	259	165.597	187.0	None
ADAM19	0	0.0	0.0	None
ANKZF1	15	13.526	20.0	None
ANXA3	0	0.0	0.0	None
ATG4D	155	138.447	156.0	None
ATP2B1	75	87.776	103.0	None
ATE1	87	61.492	73.0	None
AUTS2	33	50.794	62.0	None
BTF3	441	276.893	301.04999999999995	None
BUB1	174	199.278	221.04999999999995	None
BEST3	0	0.0	0.0	None
BDH2	0	0.0	0.0	None
BNIP3L	93	89.333	104.0	None
BPIFA3	45	24.334	32.0	None
CDC42EP1	0	0.0	0.0	None
BPIFB3	146	140.404	158.04999999999995	None
BACH1	59	70.079	83.0	None
CASP14	349	273.883	298.0	None
CASP4	0	0.0	0.0	None
CACNA2D4	398	198.662	219.0	None
CASP8AP2	131	92.938	107.0	None
CD72	0	0.0	0.0	None
NCAPG2	0	0.0	0.0	None
CMBL	51	75.292	90.0	None
TRAF3IP2	0	0.0	0.0	ub
COL20A1	31	88.652	103.0	None
COG7	0	0.0	0.0	None
CEP135	282	222.699	246.0	None
CPS1	255	152.368	171.04999999999995	None
CSF3	113	88.652	104.0	None
EIF3F	0	0.0	0.0	None
FMOD	31	23.528	32.0	None
FRMD8	39	30.675	39.0	None
FRRS1L	31	35.628	45.0	None
FOXG1	31	29.586	38.0	None
FOXJ3	211	139.837	158.04999999999995	None
FOXN3	513	276.788	300.0	None
FOXF2	222	195.091	216.0	None
FOXP4	11	17.926	25.0	None
GABRB2	36	38.275	48.0	None
GP9	0	0.0	0.0	None
GPATCH3	0	0.0	0.0	None
GOLGA4	39	75.311	89.0	None
GOLGA5	89	98.532	115.0	None
GP2	0	0.0	0.0	None
GRK5	0	0.0	0.0	None
HIST1H2AA	267	154.487	172.0	None
GRIK4	65	65.092	78.0	None
HABP4	52	67.092	80.0	None
GUCA2A	67	62.332	75.0	None
HECTD3	0	0.0	0.0	ub
ALAS2	7	6.0	10.0	None
HDAC10	33	50.888	62.0	None
KIF4A	79	64.074	77.0	None
WWC1	554	337.184	363.04999999999995	None
KLHL33	43	71.751	85.0	None
KIF3A	264	205.454	226.0	None
KCNT2	0	0.0	0.0	None
KLF13	50	79.055	93.0	None
L2HGDH	42	51.788	63.049999999999955	None
LDHA	0	0.0	0.0	None
ENO4	117	107.261	123.04999999999995	None
PFKFB3	79	94.159	109.04999999999995	None
EZR	22	16.351	23.0	None
FAM102A	33	46.931	58.0	None
F5	31	28.04	37.0	None
FAM131A	298	204.313	225.0	None
FAM184B	0	0.0	0.0	None
FAM180A	35	32.204	41.0	None
FAM193B	0	0.0	0.0	None
FAM76A	76	71.566	85.0	None
FAM76B	37	47.296	58.0	None
EXTL2	210	136.295	155.0	None
FAM217B	181	135.994	153.0	None
EYA4	0	0.0	0.0	None
ERP29	103	61.509	73.0	None
F9	38	49.029	60.0	None
ETF1	0	0.0	0.0	None
CLINT1	505	291.508	316.04999999999995	None
ERCC8	52	56.348	68.0	ub
EP300	308	214.876	237.04999999999995	ub
FBXO45	41	59.257	72.0	ub
FGF21	0	0.0	0.0	None
FEZ1	190	187.547	207.0	None
FBXW4	34	33.958	44.0	None
FCER1G	0	0.0	0.0	None
FIBCD1	62	77.295	91.0	None
FCRL1	30	24.541	33.0	None
FBLN7	24	60.695	73.0	None
RPGRIP1L	49	57.346	69.0	None
GAR1	17	14.863	21.0	None
FUT1	144	168.648	190.0	None
GPR137B	0	0.0	0.0	None
CCKBR	122	76.388	90.0	None
FOSL1	0	0.0	0.0	None
GATA5	0	0.0	0.0	None
FBXL20	51	39.217	49.049999999999955	None
FRK	61	65.191	78.0	None
GATB	0	0.0	0.0	None
FOXE1	0	0.0	0.0	None
FSTL5	87	96.709	112.0	None
FOLR2	71	69.702	83.0	None
GKN1	0	0.0	0.0	None
GLT8D1	26	28.385	37.0	None
GBX2	133	128.071	145.0	None
GNB4	0	0.0	0.0	None
GNGT1	0	0.0	0.0	None
GDAP2	21	34.626	44.0	None
GPR25	0	0.0	0.0	None
HOXD13	77	75.599	90.0	None
HOXA2	70	86.912	102.0	None
HOXD1	0	0.0	0.0	None
HOXA3	0	0.0	0.0	None
HOXD3	144	99.012	115.04999999999995	None
HOXA4	0	0.0	0.0	None
HOXD4	77	61.637	74.0	None
HOXA5	182	176.852	197.0	None
HOXD8	0	0.0	0.0	None
HOXD9	89	60.299	73.0	None
KRT26	29	26.027	35.0	None
IRF2	0	0.0	0.0	None
ITPRIP	102	107.811	124.0	None
IRS2	35	50.779	62.0	None
IRAK3	171	123.946	141.0	None
PPA1	29	29.702	39.0	None
GNL1	129	117.983	135.04999999999995	None
GNS	153	176.64	197.0	None
GPR17	0	0.0	0.0	None
GPN2	31	13.794	20.0	None
GCG	181	133.974	152.0	None
GPR161	63	61.79	74.0	None
GOLIM4	17	16.994	24.0	None
GLRA1	160	142.775	161.0	None
GON4L	81	70.622	84.04999999999995	None
GLRX5	0	0.0	0.0	None
GREB1	67	81.742	95.0	None
GSE1	190	137.599	156.0	None
HDAC11	26	36.336	46.0	None
HFM1	146	120.026	137.04999999999995	None
HDAC2	210	181.824	203.0	None
HMGCLL1	102	83.777	98.0	None
HMGXB4	0	0.0	0.0	None
HKDC1	0	0.0	0.0	None
HSCB	0	0.0	0.0	chap
HMGB1	0	0.0	0.0	None
IL17RA	87	78.153	93.0	None
ISG20L2	295	187.211	209.0	None
IL1B	36	44.809	56.0	None
IL33	37	42.402	52.0	None
IL6ST	46	48.604	60.0	None
MTIF2	0	0.0	0.0	None
IQSEC1	0	0.0	0.0	None
PPA2	50	46.099	57.0	None
IRF7	0	0.0	0.0	None
KRT7	0	0.0	0.0	None
KRT35	20	30.434	39.0	None
KCNK10	176	108.947	125.0	None
ACTB	49	86.852	103.0	None
ACTN3	40	46.777	58.0	None
ARIH1	0	0.0	0.0	ub
AMZ1	13	14.045	21.0	None
ADTRP	0	0.0	0.0	None
ANKRD13B	0	0.0	0.0	None
ARL14	229	172.816	192.0	None
ANKRD40	0	0.0	0.0	None
ASPHD2	72	60.691	73.0	None
ASB14	0	0.0	0.0	None
ASCL4	0	0.0	0.0	None
ASTN1	26	17.605	25.0	None
CTSO	69	66.382	79.0	None
CBX1	0	0.0	0.0	None
CCDC70	0	0.0	0.0	None
CCDC134	65	49.842	61.0	None
CCER1	0	0.0	0.0	None
CALCB	0	0.0	0.0	None
CACNG6	0	0.0	0.0	None
CD2	44	36.382	47.0	None
CD34	23	36.766	46.0	None
C5orf58	58	43.134	54.0	None
ENPP6	300	260.4	285.0	None
EHD1	354	249.396	272.0	None
ENPP3	23	22.773	30.0	None
EGR3	0	0.0	0.0	None
ETS1	61	55.943	69.0	None
FAM156A	0	0.0	0.0	None
F12	62	53.273	65.0	ub
FAM117A	96	106.422	123.0	None
EPS8L2	54	79.99	95.0	None
ESCO1	32	36.313	46.0	None
FKBP1B	19	21.973	30.0	None
FKBP15	11	17.604	24.049999999999955	None
FKBP7	83	85.509	100.0	None
FKBP1A	0	0.0	0.0	None
FZD2	27	33.919	44.0	None
FZD4	47	33.68	44.0	None
FURIN	48	59.255	71.04999999999995	None
GABPB2	0	0.0	0.0	None
GAL3ST4	0	0.0	0.0	None
FOXD3	31	45.13	56.0	None
GALNT2	58	63.279	76.0	None
FUBP1	179	120.271	137.0	None
GNB1	56	84.608	100.0	None
GCDH	317	271.549	296.0	None
GEMIN8	0	0.0	0.0	None
GPAA1	30	30.538	40.0	None
RALGDS	151	176.232	196.0	None
GNPTAB	0	0.0	0.0	None
GPX8	29	47.411	59.0	None
GLOD4	0	0.0	0.0	None
GPX5	16	35.347	45.0	None
GK	0	0.0	0.0	None
GLRX3	115	115.716	132.0	None
GSC	215	158.659	180.0	None
GDA	25	17.082	24.0	None
GUCA2B	173	145.769	165.0	None
GTPBP3	0	0.0	0.0	None
GULP1	85	84.75	100.0	None
HEYL	0	0.0	0.0	ub
HTATSF1	69	66.213	80.0	None
HPCAL4	0	0.0	0.0	None
HNRNPUL2	72	90.07	105.0	None
HMGB3	386	296.577	320.0	None
IDS	431	298.666	324.0	None
ILF2	0	0.0	0.0	None
IGSF5	0	0.0	0.0	None
IRF2BP2	0	0.0	0.0	None
KIF24	0	0.0	0.0	None
KLHL42	28	23.522	32.0	ub
RPS6KB1	0	0.0	0.0	None
KCTD11	0	0.0	0.0	ub
KRT36	19	18.345	25.0	None
KANK3	86	70.239	84.0	None
LHFPL2	0	0.0	0.0	None
LHFPL1	165	137.687	155.0	None
LASP1	0	0.0	0.0	None
LATS2	0	0.0	0.0	None
LRIT1	0	0.0	0.0	None
LRRC7	38	40.708	52.0	None
LAMTOR2	88	102.535	119.0	None
L3MBTL3	0	0.0	0.0	None
HSP90B1	307	251.982	275.0	chap
EHD3	117	106.207	122.0	None
ENKUR	0	0.0	0.0	None
FAM71F1	25	40.302	50.0	None
FADS1	21	38.022	48.0	None
EVI5	0	0.0	0.0	None
EVC	144	140.296	158.0	None
FAM72A	0	0.0	0.0	None
FAM120B	74	140.696	160.0	None
FAM183A	86	48.91	60.0	None
EZH1	141	113.816	130.0	None
LYRM5	0	0.0	0.0	None
EPN3	413	268.606	293.0	None
ESCO2	0	0.0	0.0	None
TM7SF2	86	86.788	102.0	None
EXOC8	0	0.0	0.0	None
CES2	101	91.593	107.0	None
EQTN	84	84.349	98.0	None
FKBP8	48	46.727	58.0	chap
FLI1	0	0.0	0.0	None
FGFBP1	0	0.0	0.0	None
FGF13	111	100.487	116.0	None
FCER2	0	0.0	0.0	None
FH	123	121.064	137.04999999999995	None
GATA3	0	0.0	0.0	None
GALE	222	165.541	185.04999999999995	None
FOSB	0	0.0	0.0	None
FBXL19	0	0.0	0.0	ub
GAK	0	0.0	0.0	chap
FRG1	0	0.0	0.0	None
GABRR1	0	0.0	0.0	None
GFAP	0	0.0	0.0	None
HIP1	0	0.0	0.0	None
HTRA1	94	74.52	87.0	None
MR1	53	17.705	25.0	None
HORMAD2	0	0.0	0.0	None
HSP90AB1	45	31.712	41.0	chap
IDUA	0	0.0	0.0	None
IL7R	96	76.352	90.0	None
HSPA12B	84	85.73	100.0	chap
IL17RB	96	87.48	102.0	ub
IL2	0	0.0	0.0	None
INF2	45	47.021	58.0	None
IRX3	0	0.0	0.0	None
IRX1	46	35.31	45.0	None
ITGA5	93	68.41	81.0	None
KPNA6	357	278.418	302.0	None
KPNA7	0	0.0	0.0	None
IPO11	117	97.282	112.0	None
ITGBL1	145	213.736	235.0	None
AK8	0	0.0	0.0	None
JKAMP	35	33.339	42.0	None
ITK	0	0.0	0.0	None
KDM4B	106	77.456	91.0	None
KBTBD4	0	0.0	0.0	None
KCP	0	0.0	0.0	None
LGI4	65	43.976	55.0	None
RPS6KA5	0	0.0	0.0	None
KLRG1	176	95.097	110.0	None
LCN9	65	81.028	95.04999999999995	None
KLHDC3	140	104.277	120.04999999999995	None
GLO1	15	23.674	32.0	None
LRRC75A	0	0.0	0.0	None
LIN28B	0	0.0	0.0	None
LRRC4C	57	108.74	125.04999999999995	None
LRRC59	51	57.831	70.0	None
LAMTOR3	146	181.622	202.0	None
LRRC45	115	106.737	123.0	None
LRRC61	154	122.372	139.0	None
LRRC55	25	36.11	46.0	None
LRRC8C	394	288.725	313.0	None
LNX2	85	94.601	111.0	ub
LIME1	98	78.117	93.0	None
SPACA5	174	120.449	138.0	None
FAM162A	56	60.074	72.0	None
ETV4	239	217.297	240.0	None
EVA1B	50	26.068	35.0	None
FAM110D	72	31.419	40.0	None
FANCD2OS	19	22.652	30.0	None
FAM178B	0	0.0	0.0	None
EPO	0	0.0	0.0	None
ESR1	109	96.231	111.0	None
ZFPM1	37	42.845	54.0	None
FMO5	28	35.097	45.0	None
FBXO39	32	37.88	48.0	None
FCRLA	0	0.0	0.0	None
FICD	0	0.0	0.0	chap
GAB1	0	0.0	0.0	None
FBXL15	67	90.16	106.0	ub
FRS2	15	24.944	33.0	None
FOXN2	0	0.0	0.0	None
GPR6	22	29.93	39.0	None
GNAT2	0	0.0	0.0	None
GNPDA1	0	0.0	0.0	None
GCA	0	0.0	0.0	None
DPAGT1	56	39.465	49.049999999999955	None
GRM3	178	133.775	150.04999999999995	None
GRIP1	319	214.221	236.0	None
LRIF1	90	64.649	77.0	None
HSPA8	207	246.565	271.0	chap
HMGCL	140	107.916	124.0	None
AMDHD1	49	54.786	67.0	None
HRCT1	0	0.0	0.0	None
HSPH1	0	0.0	0.0	chap
HLA-F	68	28.722	37.049999999999955	None
EIF4A3	27	17.765	25.0	None
IFNB1	0	0.0	0.0	None
ICAM5	61	40.277	51.0	None
IGFBP2	57	58.071	71.0	None
IFT80	120	80.295	94.0	None
ISM1	140	122.436	139.04999999999995	None
ITGB1	0	0.0	0.0	None
ITGAX	0	0.0	0.0	None
IZUMO3	227	175.863	196.0	None
INO80E	56	54.677	67.0	None
INSRR	0	0.0	0.0	None
AK3	62	61.861	74.0	None
INSM2	0	0.0	0.0	None
IPO7	111	99.426	115.0	None
INS	68	60.259	73.0	None
GCAT	0	0.0	0.0	None
KIF20B	163	130.048	148.0	None
CSNK1D	0	0.0	0.0	None
KCNC4	0	0.0	0.0	None
CSNK1E	123	123.946	141.0	None
KIF9	52	45.694	57.0	None
KCND2	11	8.115	13.0	None
KCNK4	117	89.617	104.0	None
KY	15	21.29	29.0	None
KLF12	9	6.012	10.0	None
PRKCH	79	68.587	82.0	None
LHX3	25	38.172	48.0	None
LRIG3	0	0.0	0.0	None
LSAMP	31	42.467	53.0	None
CORIN	50	52.6	64.0	None
CHRDL2	0	0.0	0.0	None
COPZ1	14	15.36	22.0	None
EBF2	65	79.315	93.0	None
CSRNP3	0	0.0	0.0	None
CSRP2	296	290.857	317.0	None
CXCR1	180	173.26	195.0	None
CSTF1	28	19.317	26.0	None
CXCR5	0	0.0	0.0	None
CYLC1	0	0.0	0.0	None
CTXN1	0	0.0	0.0	None
CUL5	54	44.456	56.0	ub
CXCL17	0	0.0	0.0	None
CXCL14	29	26.394	35.0	None
DDRGK1	0	0.0	0.0	None
LRRC6	380	274.195	299.0	None
DNAAF1	163	81.011	95.0	None
DAPK1	43	43.596	54.0	None
E2F6	0	0.0	0.0	None
DYNC2H1	432	190.074	210.0	None
E2F8	0	0.0	0.0	None
DNM2	0	0.0	0.0	None
DNAH7	172	105.692	121.0	None
EFCAB14	56	62.543	75.0	None
TUFM	0	0.0	0.0	None
TCF12	0	0.0	0.0	None
UROC1	25	38.788	49.0	None
HMX3	21	25.063	33.0	None
HLF	0	0.0	0.0	None
HLX	57	43.972	55.049999999999955	None
HMG20A	438	263.37	288.0	None
HNRNPL	15	27.006	35.049999999999955	None
ADHFE1	185	165.148	185.04999999999995	None
ILF3	0	0.0	0.0	None
IGSF10	35	31.319	40.0	None
IL27RA	232	182.449	202.0	None
EIF4G1	398	243.615	267.0	None
PYHIN1	434	264.514	288.0	None
IFFO2	11	14.199	21.0	None
IDE	80	104.497	121.0	None
HOXA9	140	130.599	148.0	None
HYAL1	0	0.0	0.0	None
IVL	0	0.0	0.0	None
IRF5	104	120.545	137.0	None
IRF9	111	107.386	125.0	None
KRT75	47	27.338	36.0	None
IRS4	57	58.329	71.0	None
INTS6	51	54.239	66.0	None
ISG15	0	0.0	0.0	None
ITGA2B	0	0.0	0.0	None
ITLN1	143	105.166	122.0	None
IWS1	28	45.582	57.0	None
PRKAR1A	0	0.0	0.0	None
KCNB1	91	93.402	108.0	None
KIF5C	0	0.0	0.0	None
MMRN2	487	281.075	306.0	None
KIFC3	30	18.531	26.0	None
KCNMB3	39	48.0	59.0	None
SYK	205	128.345	146.04999999999995	None
KCNE3	167	100.418	117.0	None
DLEU7	0	0.0	0.0	None
KXD1	82	93.263	110.0	None
LCA5	52	51.08	62.0	None
LRRN4CL	52	56.773	68.0	None
LTB4R	0	0.0	0.0	None
LRRN1	0	0.0	0.0	None
LMTK2	213	176.243	196.0	None
LRRC56	0	0.0	0.0	None
LMAN1	33	32.032	41.0	None
LRCH3	119	104.143	119.0	None
LIN7B	0	0.0	0.0	None
CARNS1	0	0.0	0.0	None
CRISP1	0	0.0	0.0	None
CPED1	0	0.0	0.0	None
COQ2	0	0.0	0.0	None
GJD4	154	131.788	150.0	None
CYLD	0	0.0	0.0	None
CTC1	0	0.0	0.0	None
SLC44A3	89	85.915	100.0	None
DCTN4	0	0.0	0.0	None
DCLRE1A	33	40.689	51.0	None
DCDC2B	123	109.169	125.0	None
DDX11	213	142.189	160.0	None
DNAJC10	21	19.418	26.0	chap
DNAJC11	91	68.692	82.0	chap
DKK4	150	99.026	115.0	None
DNM1L	0	0.0	0.0	None
ECM2	0	0.0	0.0	None
DYM	83	96.264	112.0	None
DPF3	38	42.639	53.0	None
GAS8	42	55.003	67.0	None
CCDC65	24	28.186	37.0	None
DRAXIN	0	0.0	0.0	None
DPYSL2	0	0.0	0.0	None
E2F3	0	0.0	0.0	None
DUSP18	198	211.337	233.04999999999995	None
DUSP11	22	33.424	43.0	None
DUS1L	32	47.438	58.0	None
EFR3B	0	0.0	0.0	None
ELK1	95	91.469	107.04999999999995	None
EIF3C	87	100.326	117.0	None
FAM3D	104	103.346	120.0	None
FAM149A	95	107.487	125.0	None
FAM3A	78	49.066	60.049999999999955	None
FAM50B	233	152.64	173.0	None
FABP9	59	34.255	43.0	None
EXOC3L4	126	126.832	143.0	None
GSTCD	66	65.786	79.0	None
ETHE1	48	41.171	51.0	None
EXOC3	65	63.113	76.0	None
ERCC2	0	0.0	0.0	None
ESAM	0	0.0	0.0	None
ETFB	64	60.618	73.0	None
CES1	27	39.106	49.0	None
ENY2	25	21.012	28.0	None
ESRRA	9	17.362	25.0	None
EDDM3B	174	209.908	232.0	None
ERGIC1	82	91.222	106.0	None
FLOT1	45	45.396	56.0	None
FLNB	0	0.0	0.0	None
FBXO8	44	32.724	42.0	ub
FBXO33	0	0.0	0.0	ub
FBXL2	55	40.032	51.0	ub
FBXW2	0	0.0	0.0	ub
FEZF1	114	131.935	150.0	None
FBXL5	0	0.0	0.0	ub
FBXO5	112	104.584	121.0	ub
FGA	33	55.597	67.0	None
FCHSD2	148	146.122	164.0	None
GPR137	0	0.0	0.0	None
GLCE	89	100.16	116.0	None
GIPC2	194	166.948	187.0	None
GFRA4	26	40.269	50.0	None
GNG7	107	107.867	123.04999999999995	None
GFRA1	0	0.0	0.0	None
TUBGCP5	104	64.629	77.0	None
GNA15	0	0.0	0.0	None
GPKOW	36	51.437	63.0	None
GPATCH1	0	0.0	0.0	None
HAUS1	31	48.014	59.0	None
HINT3	0	0.0	0.0	None
HAL	34	27.613	36.0	None
PPP2R5A	94	69.252	82.0	None
ABHD16B	103	134.063	151.0	None
ADAM11	82	102.377	118.0	None
ADCY7	0	0.0	0.0	None
AFF1	264	186.271	205.0	None
SLC25A31	146	128.693	146.0	None
ANKRD22	125	110.053	126.04999999999995	None
CCDC117	0	0.0	0.0	None
CCDC34	275	193.703	215.0	None
CCDC136	0	0.0	0.0	None
CCDC157	199	151.852	171.0	None
CABP7	43	42.952	54.0	None
C3AR1	0	0.0	0.0	None
C2CD2L	0	0.0	0.0	None
CDH3	274	207.836	229.0	None
CALHM2	6	27.474	36.0	None
CEBPB	68	42.289	53.0	None
CDCA3	81	69.822	84.0	ub
CHD9	0	0.0	0.0	None
CHST4	154	149.075	169.0	None
CCNA1	0	0.0	0.0	None
CHST6	64	59.161	72.0	None
CLPTM1	0	0.0	0.0	None
CMKLR1	238	203.405	225.0	None
CYP7B1	0	0.0	0.0	None
COPG2	249	103.791	120.04999999999995	None
EEF1B2	54	60.572	74.0	None
CFL2	73	64.285	77.0	None
FAM49A	0	0.0	0.0	None
CLSTN3	0	0.0	0.0	None
DCLK1	0	0.0	0.0	None
DCBLD1	77	82.462	97.04999999999995	None
DDX50	77	49.538	61.0	None
DDR1	0	0.0	0.0	None
DENR	93	90.776	106.04999999999995	None
D2HGDH	36	33.43	43.0	None
DACH1	102	111.232	129.0	None
FASTKD3	0	0.0	0.0	None
EPC1	74	92.787	108.0	None
FN3K	55	56.284	68.0	None
FNBP4	53	60.441	73.0	None
FLRT2	0	0.0	0.0	None
FUCA2	116	155.39	174.0	None
GAPVD1	20	22.269	30.0	None
GATA1	0	0.0	0.0	None
FOXM1	6	12.959	19.0	None
FTH1	43	34.917	45.0	None
GGCT	115	125.574	142.0	None
SLC25A18	217	168.48	187.0	None
GABRP	48	20.829	28.0	None
GUCY1B3	70	48.039	59.0	None
GPR88	0	0.0	0.0	None
GPSM1	0	0.0	0.0	None
GNL3L	0	0.0	0.0	None
GNPTG	0	0.0	0.0	None
GPR153	0	0.0	0.0	None
GPR146	0	0.0	0.0	None
GPX3	117	186.027	206.0	None
GRXCR1	130	118.611	136.0	None
GLOD5	44	53.58	65.0	None
GOLPH3L	181	153.415	172.0	None
NKIRAS1	72	56.934	69.0	None
HEXB	0	0.0	0.0	None
COTL1	89	74.254	87.0	None
COG2	333	208.376	231.0	None
COX6B1	136	85.263	100.0	None
COX6B2	64	58.994	71.0	None
CSRNP2	20	25.457	34.0	None
CYTH3	0	0.0	0.0	None
SLC44A5	0	0.0	0.0	None
DDI1	0	0.0	0.0	None
DDX25	67	63.915	76.0	None
DDX24	0	0.0	0.0	None
DEF6	180	170.112	190.0	None
DAAM1	0	0.0	0.0	None
DENND2A	199	147.478	166.0	None
DAZAP2	0	0.0	0.0	None
DKC1	37	61.094	74.0	None
DHCR7	87	76.635	91.0	None
HSD17B12	50	52.644	64.0	None
DIDO1	86	102.056	118.0	None
DNAJB6	21	20.034	28.0	chap
DNAJC5B	0	0.0	0.0	chap
DYDC1	28	8.843	14.0	None
DTNB	0	0.0	0.0	None
EMP2	132	108.557	125.0	None
ELAVL3	0	0.0	0.0	None
EEF2	0	0.0	0.0	None
EVI2A	59	70.254	83.0	None
EVA1A	49	44.912	55.0	None
EXOSC9	0	0.0	0.0	None
FAM91A1	0	0.0	0.0	None
EXOSC8	55	49.37	60.0	None
ERI3	30	24.817	33.0	None
MCAT	153	92.293	107.0	None
ERLIN1	13	17.009	24.0	None
FAM221A	0	0.0	0.0	None
F8	0	0.0	0.0	None
EXO5	79	121.364	140.0	None
ERCC6	0	0.0	0.0	None
EPN2	28	51.387	63.0	None
FPGS	106	103.701	120.0	None
FMNL1	82	74.913	88.0	None
FLT3	0	0.0	0.0	None
FBXO7	20	22.296	30.0	ub
FBXL6	60	69.416	83.0	None
FBXW5	0	0.0	0.0	ub
FBXL7	156	113.033	129.04999999999995	ub
FBXO47	53	41.323	52.0	None
FCF1	261	182.824	204.0	None
FBN1	65	57.509	70.0	None
PIKFYVE	0	0.0	0.0	None
PTGFRN	42	35.257	44.0	None
GAB2	0	0.0	0.0	None
GADL1	35	37.976	48.0	None
FRYL	67	52.02	65.0	None
FOXD1	102	62.232	74.0	None
FREM2	0	0.0	0.0	None
GLYCTK	0	0.0	0.0	None
GLCCI1	124	131.751	151.0	None
GHITM	0	0.0	0.0	None
GBX1	40	49.265	60.0	None
GET4	87	74.904	89.0	None
GCC1	0	0.0	0.0	None
GDF11	0	0.0	0.0	None
GNB3	41	29.216	38.0	None
GPRC5D	0	0.0	0.0	None
GLRB	24	11.598	18.0	None
RASGRP4	16	12.831	19.0	None
