human	macaque	mouse
NAAA	NAAA	Naaa
PRR11	PRR11	Prr11
CCDC86	CCDC86	Ccdc86
SLC22A12	None	Slc22a12
CACNG3	CACNG3	Cacng3
TBXA2R	TBXA2R	Tbxa2r
TBP	TBP	Tbp
GPR17	GPR17	Gpr17
MDH2	MDH2	Mdh2
SH3YL1	SH3YL1	Sh3yl1
NELFE	None	Nelfe
MOGAT2	MOGAT2	Mogat2
RSRC1	RSRC1	Rsrc1
NUDC	NUDC	Nudc
SPRY1	SPRY1	Spry1
ARHGEF39	ARHGEF39	Arhgef39
RRAGA	RRAGA	Rraga
P2RY8	P2RY8	None
CES4A	None	Ces4a
PROCA1	PROCA1	Proca1
ZDHHC7	ZDHHC7	Zdhhc7
TTC23L	TTC23L	None
FBP1	FBP1	Fbp1
P2RX5	None	P2rx5
VPS37C	VPS37C	Vps37c
BDH1	BDH1	Bdh1
AIP	AIP	Aip
TNFAIP1	TNFAIP1	Tnfaip1
MBIP	MBIP	Mbip
SPDEF	SPDEF	Spdef
DEDD2	DEDD2	Dedd2
MOGAT3	MOGAT3	None
CYTIP	CYTIP	Cytip
CCR8	CCR8	Ccr8
AGMAT	AGMAT	Agmat
SUN3	SUN3	Sun3
IGLON5	None	Iglon5
SLC25A27	SLC25A27	Slc25a27
DND1	DND1	Dnd1
NIPA1	NIPA1	Nipa1
GPRC5D	GPRC5D	Gprc5d
REM2	REM2	Rem2
CENPN	CENPN	Cenpn
TRIML2	TRIML2	Triml2
OR2T1	OR2T1	Olfr31
FKBPL	FKBPL	Fkbpl
DBX1	DBX1	Dbx1
WDR82	WDR82	Wdr82
MFF	MFF	Mff
TDRD10	TDRD10	None
THPO	THPO	Thpo
IMPACT	IMPACT	Impact
FAM131B	FAM131B	Fam131b
SFXN1	SFXN1	Sfxn1
ANXA1	ANXA1	Anxa1
RASSF2	RASSF2	Rassf2
CEP44	CEP44	Cep44
TBC1D21	TBC1D21	Tbc1d21
PRPF38A	PRPF38A	Prpf38a
VAX1	VAX1	Vax1
CTSE	CTSE	Ctse
C11orf49	None	None
MAS1	MAS1	Mas1
CALHM2	CALHM2	Calhm2
ARRDC4	ARRDC4	Arrdc4
BBS5	None	Bbs5
ADH1C	None	None
None	None	Tcam1
GOLGA6L1	None	None
AWAT1	AWAT1	Awat1
MUC13	MUC13	Muc13
LRP2BP	LRP2BP	Lrp2bp
ADAL	ADAL	Adal
NAIF1	NAIF1	Naif1
PDHB	PDHB	Pdhb
SIX3	SIX3	Six3
ASB1	ASB1	Asb1
SLC25A39	SLC25A39	Slc25a39
MAT2B	MAT2B	Mat2b
CTSL	None	None
ST3GAL4	ST3GAL4	St3gal4
TMEM19	TMEM19	Tmem19
IL13RA2	IL13RA2	Il13ra2
MESP2	MESP2	Mesp2
SFXN5	SFXN5	Sfxn5
PIM1	PIM1	Pim1
DMC1	None	Dmc1
LDHAL6A	LDHAL6A	None
HSD17B7	HSD17B7	Hsd17b7
PITPNC1	PITPNC1	Pitpnc1
DEGS1	DEGS1	Degs1
PPP2CB	PPP2CB	Ppp2cb
None	None	Gm4131
WARS2	WARS2	Wars2
TRUB1	TRUB1	Trub1
ELP4	DNAJC24	Elp4
PAQR5	PAQR5	Paqr5
NUDT9	NUDT9	Nudt9
HOXD11	HOXD11	Hoxd11
RPF1	None	Rpf1
RNF175	RNF175	None
APOBEC4	APOBEC4	Apobec4
NFKBIA	NFKBIA	Nfkbia
CTSD	IFITM10	None
C17orf59	None	None
PGAP3	PGAP3	Pgap3
OR4K15	OR4K15	Olfr727
GPANK1	GPANK1	Gpank1
ERLIN2	None	Erlin2
GPR65	GPR65	Gpr65
FAM118A	FAM118A	Fam118a
TLX1	TLX1	Tlx1
ABO	ABO	Abo
GNRHR	GNRHR	Gnrhr
SLC9A3R2	SLC9A3R2	Slc9a3r2
TXNDC15	TXNDC15	Txndc15
KRTAP16-1	KRTAP16-1	Krtap16-1
FBLL1	None	Fbll1
OLIG2	OLIG2	Olig2
PARP16	PARP16	Parp16
G6PC2	G6PC2	G6pc2
CACNG4	None	Cacng4
FAM43B	FAM43B	Fam43b
C6orf89	None	None
SERPINB4	None	Serpinb3a
PDLIM4	PDLIM4	Pdlim4
EIF2S1	EIF2S1	Eif2s1
CD1E	CD1E	None
PPAP2B	None	Ppap2b
CYP2C18	None	Cyp2c55
SLC39A11	SLC39A11	Slc39a11
GRTP1	GRTP1	Grtp1
SPATC1L	SPATC1L	Spatc1l
PAWR	PAWR	Pawr
GTF2B	GTF2B	Gtf2b
DSN1	DSN1	Dsn1
DAO	DAO	Dao
OXCT2	None	Oxct2a
RNLS	RNLS	Rnls
FAM181A	FAM181A	Fam181a
PTER	PTER	Pter
WDR5B	WDR5B	Wdr5b
CENPL	CENPL	Cenpl
UBXN2B	UBXN2B	Ubxn2b
GJD4	GJD4	Gjd4
None	None	Gm5072
ZCWPW2	ZCWPW2	None
METAP1D	METAP1D	Metap1d
ALX3	ALX3	Alx3
PPA2	PPA2	Ppa2
ROM1	ROM1	Rom1
HOXD9	HOXD9	Hoxd9
PSMD14	PSMD14	Psmd14
FCGR1A	FCGR1A	Fcgr1
LILRA2	LILRA2	None
ADAM32	None	Adam32
None	None	None
CNN3	CNN3	Cnn3
PITX2	PITX2	Pitx2
SRR	SRR	Srr
SLC25A14	SLC25A14	Slc25a14
HOXB2	HOXB2	Hoxb2
HFE	HFE	Hfe
TMEM120A	None	Tmem120a
PPP2CA	None	Ppp2ca
KTI12	TXNDC12	Kti12
AQP7	AQP7	Aqp7
MTHFD2L	MTHFD2L	Mthfd2l
RASSF7	RASSF7	Rassf7
FUT7	FUT7	Fut7
ZFP69	None	Zfp69
HOMER2	HOMER2	Homer2
GOLGA8M	None	None
MTNR1A	MTNR1A	Mtnr1a
FAM187B	FAM187B	Fam187b
SHF	SHF	None
P2RY6	P2RY6	P2ry6
PALM2	None	Palm2
CEBPA	None	Cebpa
MTERF4	None	Mterf4
JKAMP	JKAMP	Jkamp
RAD51AP1	RAD51AP1	Rad51ap1
AASDHPPT	AASDHPPT	Aasdhppt
ANKRA2	ANKRA2	Ankra2
CFAP36	None	Cfap36
RDH13	None	Rdh13
CLEC11A	CLEC11A	Clec11a
PEX7	PEX7	Pex7
TBCC	TBCC	Tbcc
TMEM248	TMEM248	Tmem248
PPP4C	PPP4C	Ppp4c
PLCXD3	None	Plcxd3
ALX1	None	Alx1
TOR1B	TOR1B	Tor1b
OR51E2	OR51E2	Olfr78
FBL	FBL	Fbl
FBXO43	None	Fbxo43
TRMT10A	TRMT10A	Trmt10a
MGME1	MGME1	Mgme1
FCGBP	None	Zan
RLBP1	RLBP1	Rlbp1
CD2BP2	CD2BP2	Cd2bp2
LPPR2	LPPR2	Lppr2
GAL3ST2	GAL3ST2	Gal3st2
ACOT8	ACOT8	Acot8
CPB2	None	Cpb2
EN2	EN2	En2
ZRANB2	ZRANB2	Zranb2
PTGDR	PTGDR	Ptgdr
AUNIP	AUNIP	Aunip
ZFP36	ZFP36	Zfp36
UCHL5	UCHL5	Uchl5
XCR1	XCR1	Xcr1
ATG3	ATG3	Atg3
TMEM59	TMEM59	Tmem59
MNAT1	MNAT1	Mnat1
TEFM	TEFM	Tefm
MED27	MED27	Med27
DHRS7	DHRS7	Dhrs7
C4orf17	None	4930579F01Rik
C5AR1	None	C5ar1
STX16	STX16	Stx16
ANXA10	ANXA10	Anxa10
PHYH	PHYH	Phyh
CYP4A22	None	Cyp4a12a
ZMYM5	None	Zmym5
TAAR2	TAAR2	Taar2
CD34	CD34	Cd34
CRHBP	CRHBP	Crhbp
TP53I13	TP53I13	Trp53i13
DUOXA1	DUOXA1	Duoxa1
TNFSF11	TNFSF11	Tnfsf11
NDE1	NDE1	Nde1
SERPINB3	None	Serpinb3d
UBLCP1	UBLCP1	Ublcp1
POLR3F	POLR3F	Polr3f
CA11	CA11	Car11
OSTM1	OSTM1	Ostm1
C16orf46	None	None
BNIP2	BNIP2	Bnip2
AGAP5	None	None
AGA	AGA	Aga
CTSS	CTSS	Ctss
ACP5	ACP5	Acp5
COPS6	None	Cops6
CD2	CD2	Cd2
DCPS	DCPS	Dcps
LRRC73	LRRC73	Lrrc73
THOC6	THOC6	Thoc6
SEC22A	SEC22A	Sec22a
DNAJC22	DNAJC22	Dnajc22
PHOX2B	PHOX2B	Phox2b
SGTA	SGTA	Sgta
CXorf38	CXorf38	None
HMOX2	HMOX2	Hmox2
PTCD2	PTCD2	Ptcd2
YBX2	YBX2	Ybx2
IL12B	IL12B	Il12b
CXCR6	None	Cxcr6
TMBIM1	TMBIM1	Tmbim1
DEDD	DEDD	Dedd
CA5B	CA5B	Car5b
CCDC68	CCDC68	Ccdc68
USF1	USF1	Usf1
SLC25A31	SLC25A31	Slc25a31
DERA	DERA	Dera
FAM50B	FAM50B	Fam50b
CCNH	CCNH	Ccnh
OR13C3	OR13C3	Olfr273
SFRP1	SFRP1	Sfrp1
ALG1	ALG1	Alg1
CCDC92	CCDC92	Ccdc92
ELOVL4	ELOVL4	Elovl4
NME9	NME9	Nme9
ADORA2B	ADORA2B	Adora2b
PSTPIP2	PSTPIP2	Pstpip2
ATPAF1	ATPAF1	Atpaf1
POTEH	None	None
PPP6C	PPP6C	Ppp6c
CHORDC1	CHORDC1	Chordc1
PRPS2	PRPS2	Prps2
NEK6	NEK6	Nek6
GTF2H3	GTF2H3	Gtf2h3
CCNI2	CCNI2	None
TMEM121	TMEM121	Tmem121
OGFOD2	OGFOD2	Ogfod2
PPP1R3C	PPP1R3C	Ppp1r3c
VGLL2	VGLL2	Vgll2
GPN2	GPN2	Gpn2
ACAT1	None	Acat1
WNT8A	WNT8A	Wnt8a
TSPAN12	TSPAN12	Tspan12
GDPD1	GDPD1	Gdpd1
TMED8	TMED8	Tmed8
SBK2	SBK2	Sbk2
FUT2	FUT2	Fut2
HSF2BP	HSF2BP	Hsf2bp
ANXA4	ANXA4	Anxa4
HNRNPAB	HNRNPAB	Hnrnpab
ACMSD	ACMSD	Acmsd
SLC39A1	SLC39A1	Slc39a1
DECR1	DECR1	Decr1
PHLDA1	PHLDA1	Phlda1
B3GALT6	B3GALT6	B3galt6
MARCKS	MARCKS	Marcks
RPIA	RPIA	Rpia
ELOVL5	ELOVL5	Elovl5
RPRD1A	RPRD1A	Rprd1a
CCDC109B	None	Ccdc109b
None	PPM1M	Ppm1m
GBP1	None	Gbp2
HAUS7	HAUS7	Haus7
FPR3	None	None
CD84	CD84	Cd84
FFAR2	FFAR2	Ffar2
None	PLK5	Plk5
DOK5	DOK5	Dok5
MRPL44	MRPL44	Mrpl44
NKX2-5	NKX2-5	Nkx2-5
ALPPL2	None	Akp3
MYADM	MYADM	Myadm
SLC25A42	SLC25A42	Slc25a42
C14orf28	C14orf28	Gm527
GINM1	GINM1	Ginm1
SPARC	SPARC	Sparc
SFRP5	SFRP5	Sfrp5
OSR2	OSR2	Osr2
DBX2	DBX2	Dbx2
RNPS1	RNPS1	Rnps1
ZNF444	ZNF444	Zfp444
THAP7	THAP7	Thap7
NKX3-2	NKX3-2	Nkx3-2
TAF8	TAF8	Taf8
P2RX4	P2RX4	P2rx4
SDS	SDS	Sds
AVEN	AVEN	Aven
NHLRC3	NHLRC3	Nhlrc3
SLC25A53	SLC25A53	Slc25a53
TOMM40L	TOMM40L	Tomm40l
NAPG	None	Napg
CALU	CALU	Calu
BTN2A1	BTN2A1	None
HTR3D	HTR3D	None
ASPRV1	ASPRV1	Asprv1
HOXA11	HOXA11	Hoxa11
DEGS2	DEGS2	Degs2
GPR142	GPR142	Gpr142
NPBWR1	NPBWR1	Npbwr1
CDX2	CDX2	Cdx2
C2orf43	None	None
TPTE2	None	Tpte
ZNF474	ZNF474	Zfp474
CCDC74B	None	Ccdc74a
TYMP	None	Tymp
COQ5	COQ5	Coq5
AUH	AUH	Auh
GET4	GET4	Get4
NT5DC4	None	None
JUNB	JUNB	Junb
TSTA3	TSTA3	Tsta3
EPYC	EPYC	Epyc
EXOG	EXOG	Exog
IZUMO1	IZUMO1	Izumo1
CNN2	CNN2	Cnn2
MTX3	MTX3	Mtx3
AIDA	AIDA	Aida
CAMKMT	CAMKMT	Camkmt
ZNF146	ZNF146	Zfp146
RFC2	RFC2	Rfc2
CRK	CRK	Crk
IL20RB	IL20RB	Il20rb
PARVB	PARVB	Parvb
PRRT2	PRRT2	Prrt2
KCTD10	KCTD10	Kctd10
TRIB3	TRIB3	Trib3
XKR3	None	None
CDK5R1	CDK5R1	Cdk5r1
NDUFAF6	NDUFAF6	Ndufaf6
TFB1M	TFB1M	Tfb1m
SLC25A32	SLC25A32	Slc25a32
ANXA8	None	Anxa8
GPR119	GPR119	Gpr119
FAM76A	FAM76A	Fam76a
SRM	SRM	Srm
MEMO1	MEMO1	Memo1
GPR55	GPR55	Gpr55
SPDYA	SPDYA	Spdya
HMG20B	HMG20B	Hmg20b
GPR135	None	Gpr135
TAS2R38	TAS2R38	Tas2r138
PODXL	PODXL	None
TPRA1	None	Tpra1
RDH5	RDH5	Rdh5
RNF144B	RNF144B	Rnf144b
CYP2C19	None	Cyp2c65
ZC2HC1A	ZC2HC1A	Zc2hc1a
DCUN1D3	DCUN1D3	Dcun1d3
CA14	CA14	Car14
APEX1	APEX1	Apex1
CRYM	CRYM	Crym
NKAPL	NKAPL	None
MEOX2	MEOX2	Meox2
METTL9	METTL9	Mettl9
ACOT7	ACOT7	Acot7
P2RY13	P2RY13	None
FTSJ1	FTSJ1	Ftsj1
C16orf59	None	None
MARC2	None	Marc2
C18orf54	None	None
OR52A5	OR52A5	Olfr68
ZDHHC4	ZDHHC4	Zdhhc4
B3GAT3	B3GAT3	B3gat3
LPAR6	None	Lpar6
GPR146	GPR146	Gpr146
STPG1	STPG1	Stpg1
HNRNPC	HNRNPC	Hnrnpc
LRRC23	LRRC23	Lrrc23
CYP3A5	None	Cyp3a11
FAM53A	FAM53A	Fam53a
PITX1	PITX1	Pitx1
RIMS3	RIMS3	Rims3
CLEC17A	CLEC17A	None
SPON2	SPON2	Spon2
RBMY1F	None	None
GRAMD2	None	Gramd2
DNTTIP1	None	Dnttip1
CALHM3	CALHM3	Calhm3
ASB18	None	Asb18
CTNS	CTNS	Ctns
HLA-F	MAMU-F	H2-Q10
RDH11	RDH11	Rdh11
RBMX2	RBMX2	Rbmx2
ANKRD9	ANKRD9	Ankrd9
GAS2	GAS2	Gas2
AMMECR1L	AMMECR1L	Ammecr1l
PRRT1	PRRT1	Prrt1
NOXO1	NOXO1	Noxo1
TOR2A	TOR2A	Tor2a
C9orf173	None	None
FYTTD1	FYTTD1	Fyttd1
B3GNT3	B3GNT3	B3gnt3
NUBP1	NUBP1	Nubp1
NMNAT2	NMNAT2	Nmnat2
BNIPL	BNIPL	Bnipl
TCEA1	TCEA1	Tcea1
PURB	PURB	Purb
DNAJB6	DNAJB6	Dnajb6
FRA10AC1	FRA10AC1	Fra10ac1
ETV3L	ETV3L	Etv3l
MFNG	MFNG	Mfng
RASSF4	RASSF4	Rassf4
VTA1	VTA1	Vta1
SPN	SPN	None
NIT1	NIT1	Nit1
GPR33	GPR33	Gpr33
RNF115	RNF115	Rnf115
WDR83	WDR83	Wdr83
TAL1	TAL1	Tal1
PIM2	PIM2	Pim2
TMEM178B	TMEM178B	Tmem178b
MRPL39	MRPL39	Mrpl39
UTF1	UTF1	Utf1
CRX	CRX	Crx
KRTAP29-1	KRTAP29-1	None
CCR2	CCR2	Ccr2
YY2	YY2	None
SCRT2	SCRT2	Scrt2
GNA15	GNA15	Gna15
PRKRA	PRKRA	Prkra
UBFD1	UBFD1	Ubfd1
OR51E1	OR51E1	Olfr558
ADH7	None	Adh7
MPPED2	MPPED2	Mpped2
PPT2	PPT2	Ppt2
C6orf163	None	Gm136
LRRC39	LRRC39	Lrrc39
TYMS	TYMS	Tyms
PSMD7	None	Psmd7
PISD	None	Pisd
TMEM236	TMEM236	Tmem236
GALE	GALE	Gale
BPNT1	BPNT1	Bpnt1
TFDP3	TFDP3	None
ETFA	ETFA	Etfa
RDH12	RDH12	Rdh12
TMUB2	TMUB2	Tmub2
GID4	GID4	Gid4
FAHD2A	FAHD2A	Fahd2a
CCR3	CCR3	Ccr3
MAGEB18	MAGEB18	Mageb18
MUC15	MUC15	Muc15
VSIG2	VSIG2	Vsig2
NDUFAF5	NDUFAF5	Ndufaf5
TUBB8	None	None
CNTD1	CNTD1	Cntd1
SLC35G1	SLC35G1	Slc35g1
RPL5	RPL5	Rpl5
CD226	None	Cd226
MTCH2	MTCH2	Mtch2
ABHD17A	None	Abhd17a
KLF7	KLF7	Klf7
ACPT	None	Acpt
UBE2J1	UBE2J1	Ube2j1
UFD1L	None	Ufd1l
PGP	PGP	Pgp
IGFLR1	IGFLR1	Igflr1
PBK	PBK	Pbk
ZNF784	ZNF784	Zfp784
TSSC4	TSSC4	Tssc4
EHF	EHF	Ehf
OR6Y1	OR6Y1	Olfr220
PLSCR4	PLSCR4	Plscr4
CDK4	CDK4	Cdk4
BAG1	BAG1	Bag1
SAE1	SAE1	Sae1
LRRC59	LRRC59	Lrrc59
SLC29A1	None	Slc29a1
NAPB	NAPB	Napb
HTR3E	HTR3E	None
SLC25A19	SLC25A19	Slc25a19
TEF	TEF	Tef
None	None	Gm4881
PRPS1L1	PRPS1L1	None
MACROD1	MACROD1	Macrod1
ANXA9	ANXA9	Anxa9
ABHD17C	None	Abhd17c
ANKRD1	ANKRD1	Ankrd1
ELOVL2	ELOVL2	Elovl2
OGG1	OGG1	Ogg1
HOXA4	HOXA4	Hoxa4
ARG1	ARG1	Arg1
OR9G4	OR9G4	Olfr1006
GPR21	None	Gpr21
SPACA6P	None	Spaca6
IFNGR2	IFNGR2	Ifngr2
CXXC5	CXXC5	Cxxc5
ORAI1	ORAI1	Orai1
None	CYP2B6	Cyp2b19
SLC35E3	SLC35E3	Slc35e3
HSH2D	HSH2D	Hsh2d
SLC39A3	SLC39A3	Slc39a3
NDN	NDN	Ndn
PTF1A	PTF1A	Ptf1a
SOX7	None	Sox7
CDK6	CDK6	Cdk6
SYP	SYP	Syp
PPTC7	PPTC7	Pptc7
C1QTNF9	None	C1qtnf9
ZNF557	ZNF557	None
HS3ST1	HS3ST1	Hs3st1
TMEM178A	TMEM178A	Tmem178
SFRP2	SFRP2	Sfrp2
PEX16	PEX16	Pex16
IL11RA	None	Il11ra1
PITX3	PITX3	Pitx3
AKR1C3	None	Akr1c6
ZPBP2	None	Zpbp2
STK16	STK16	Stk16
CHST13	CHST13	Chst13
HSFX1	None	None
None	None	None
ST6GALNAC3	ST6GALNAC3	St6galnac3
DHRS3	DHRS3	Dhrs3
PLEKHA3	PLEKHA3	Plekha3
FSBP	FSBP	Fsbp
APOF	APOF	Apof
SLC25A36	SLC25A36	Slc25a36
RBM43	RBM43	Rbm43
SOX2	None	Sox2
KATNBL1	KATNBL1	Katnbl1
AP1AR	AP1AR	Ap1ar
OR5D3P	None	Olfr1177-ps
KLF14	KLF14	Klf14
SIRT5	SIRT5	Sirt5
OR4M1	None	Olfr734
FAM84B	None	Fam84b
RBKS	RBKS	Rbks
LDHC	LDHC	Ldhc
SSUH2	SSUH2	Ssu2
DHRS9	DHRS9	Dhrs9
C1QTNF4	C1QTNF4	C1qtnf4
FBP2	FBP2	Fbp2
PPP2R4	None	Ppp2r4
MUC20	MUC20	None
FAM26E	None	Fam26e
CEACAM18	CEACAM18	Ceacam18
MVB12B	MVB12B	Mvb12b
OR10A7	OR10A7	None
RNF144A	RNF144A	Rnf144a
ZNF691	ZNF691	Zfp691
NUBPL	NUBPL	Nubpl
IGBP1P2	None	None
HLF	HLF	Hlf
MSLNL	None	Mslnl
IGSF5	IGSF5	Igsf5
FAM71F1	FAM71F1	Fam71f1
C20orf96	None	6820408C15Rik
OR8A1	OR8A1	Olfr160
ASB12	ASB12	Asb12
LRTM1	LRTM1	Lrtm1
MAGEC2	MAGEC2	None
RCN1	None	Rcn1
STC2	STC2	Stc2
ANXA5	ANXA5	Anxa5
GRINA	GRINA	Grina
SPG21	None	Spg21
RPF2	RPF2	Rpf2
OR8K1	OR8K1	Olfr1046
CXorf58	CXorf58	None
SLC25A51	SLC25A51	Slc25a51
LILRA6	None	Pira2
SUCNR1	SUCNR1	Sucnr1
OR4K2	OR4K2	Olfr730
OR2W1	OR2W1	Olfr263
TMPRSS12	TMPRSS12	Tmprss12
SURF6	MED22	Surf6
TALDO1	None	Taldo1
MSL3P1	None	None
CYB5R1	CYB5R1	Cyb5r1
DHRS7C	DHRS7C	Dhrs7c
LETMD1	LETMD1	Letmd1
OR8G5	OR8G5	Olfr935
PM20D2	None	Pm20d2
CNOT8	CNOT8	Cnot8
SDSL	SDSL	Sdsl
ASPA	ASPA	Aspa
IRF9	IRF9	Irf9
HEY1	HEY1	Hey1
CNN1	CNN1	Cnn1
FAM205CP	None	None
C1orf56	None	Gm128
ARPC2	None	Arpc2
C3orf38	None	None
TAS2R40	TAS2R40	Tas2r144
DTWD1	DTWD1	Dtwd1
TFB2M	TFB2M	Tfb2m
RPLP0	None	Rplp0
HEMK1	HEMK1	Hemk1
MSMO1	MSMO1	Msmo1
MYOD1	MYOD1	Myod1
OR52N4	None	Olfr658
CLN6	CLN6	Cln6
None	None	Gm3414
HMGCL	HMGCL	Hmgcl
MRPS31	MRPS31	Mrps31
TECTB	TECTB	Tectb
C11orf42	None	Gm5901
EIF2B1	EIF2B1	Eif2b1
MTERF1	None	Mterf1b
PEX2	PEX2	Pex2
SPRY3	SPRY3	None
MAGEB3	MAGEB3	None
GOLPH3	GOLPH3	None
HOXC11	HOXC11	Hoxc11
SLC35A4	SLC35A4	Slc35a4
FN3K	FN3K	Fn3k
RPSA	RPSA	Rpsa
SIRPB2	SIRPB2	Gm5150
STX17	STX17	Stx17
RQCD1	None	Rqcd1
UNG	UNG	Ung
ST6GALNAC4	ST6GALNAC4	St6galnac4
GGPS1	GGPS1	Ggps1
IL3RA	None	None
FSTL1	FSTL1	Fstl1
GEM	GEM	Gem
SLC25A20	SLC25A20	Slc25a20
RWDD2A	RWDD2A	Rwdd2a
CYP3A4	None	Cyp3a25
MLC1	MLC1	Mlc1
ATOH8	ATOH8	Atoh8
SLC51A	SLC51A	Slc51a
THEG	THEG	Theg
RHBDL2	RHBDL2	Rhbdl2
AKR7A3	AKR7A3	None
SNX20	SNX20	Snx20
MC3R	MC3R	Mc3r
ZC3HAV1L	ZC3HAV1L	Zc3hav1l
OR7E24	OR7E24	Olfr18
SPRY4	SPRY4	Spry4
TECR	None	Tecr
RSPH14	None	Rsph14
EBNA1BP2	EBNA1BP2	Ebna1bp2
OR6K6	OR6K6	Olfr231
OTX2	OTX2	Otx2
OR4E1	None	Olfr1508
PHB2	PHB2	Phb2
SIRT4	SIRT4	Sirt4
C20orf195	None	None
AEN	AEN	Aen
SELPLG	SELPLG	Selplg
FHL3	FHL3	Fhl3
OGFOD3	OGFOD3	Ogfod3
HS3ST6	HS3ST6	Hs3st6
GDF7	None	Gdf7
NEK7	NEK7	Nek7
EPHX4	None	Ephx4
NOSIP	NOSIP	Nosip
MR1	MR1	Mr1
GRHPR	GRHPR	Grhpr
CIAPIN1	CIAPIN1	Ciapin1
SHISA2	SHISA2	Shisa2
ZDHHC3	None	Zdhhc3
OR5AN1	OR5AN1	Olfr1434
None	None	None
TRA2B	TRA2B	Tra2b
TAS2R39	None	Tas2r139
TMEM200B	TMEM200B	Tmem200b
ATP1B1	ATP1B1	Atp1b1
GPRC5A	GPRC5A	Gprc5a
PPP1R42	PPP1R42	Ppp1r42
PIM3	None	Pim3
EEF2KMT	None	Eef2kmt
DGAT2L6	DGAT2L6	Dgat2l6
AKTIP	AKTIP	Aktip
TNFRSF1B	TNFRSF1B	Tnfrsf1b
FOXS1	FOXS1	Foxs1
HSFY1	None	Hsfy2
FGL1	FGL1	Fgl1
SGTB	SGTB	Sgtb
PHF11	PHF11	Phf11d
AGPAT4	None	Agpat4
NUDT18	NUDT18	Nudt18
SAP30BP	SAP30BP	Sap30bp
CXorf21	None	None
CCDC101	None	Ccdc101
None	None	None
GSG1L	GSG1L	Gsg1l
OR4S2	OR4S2	Olfr1191-ps1
TSC22D4	TSC22D4	Tsc22d4
PDXK	PDXK	Pdxk
XRCC4	XRCC4	Xrcc4
DLX3	DLX3	Dlx3
LGALS12	LGALS12	Lgals12
L3HYPDH	L3HYPDH	L3hypdh
OR4E2	OR4E2	Olfr1509
TMEM38A	TMEM38A	Tmem38a
TLX3	TLX3	Tlx3
SLC35B1	None	Slc35b1
OR2J3	OR2J3	Olfr137
PLEKHO2	None	Plekho2
RRAD	RRAD	Rrad
CCRL2	CCRL2	Ccrl2
FAM71D	FAM71D	Fam71d
PPIE	PPIE	Ppie
DLX2	None	Dlx2
OR14J1	OR14J1	Olfr125
RAB36	RAB36	Rab36
SAXO2	None	Fam154b
OR4K17	OR4K17	None
MSX1	MSX1	Msx1
LPPR5	None	Lppr5
OR2S2	OR2S2	Olfr156
PPCS	PPCS	Ppcs
ARL6IP4	ARL6IP4	None
C16orf93	None	Gm166
NPM1	NPM1	Npm1
THAP11	THAP11	Thap11
PRICKLE4	None	Prickle4
UPP2	UPP2	Upp2
SLC39A9	SLC39A9	Slc39a9
GPR157	GPR157	Gpr157
DCDC2B	DCDC2B	Dcdc2b
ZAR1L	ZAR1L	Zar1l
DSCR3	DSCR3	Dscr3
CTSO	CTSO	Ctso
FAM84A	FAM84A	Fam84a
FADS2P1	None	None
FPR1	None	Fpr1
CD1D	CD1D	Cd1d1
CD86	CD86	Cd86
SETD9	SETD9	None
OXNAD1	OXNAD1	Oxnad1
ABHD17B	FAM108B1	Abhd17b
FHL5	FHL5	Fhl5
UGT2B17	None	Ugt2b36
PPIL6	PPIL6	Ppil6
C2orf57	None	None
GPR78	GPR78	None
BLVRA	BLVRA	Blvra
NAPA	NAPA	Napa
DHRS7B	DHRS7B	Dhrs7b
TRMT10B	TRMT10B	Trmt10b
RGN	RGN	Rgn
SLC25A44	None	Slc25a44
TRNAU1AP	TRNAU1AP	Trnau1ap
NT5C3A	None	Nt5c3
ETV2	ETV2	Etv2
SGCZ	SGCZ	Sgcz
GGH	GGH	Ggh
MTHFSD	MTHFSD	Mthfsd
CD5L	CD5L	Cd5l
EMC2	EMC2	Emc2
UCP2	UCP2	Ucp2
TMEM255B	TMEM255B	None
LYSMD3	LYSMD3	Lysmd3
TMEM110	MUSTN1	Tmem110
RPS2	RPS2	Rps2
SPESP1	SPESP1	Spesp1
CDK5	CDK5	Cdk5
OR6B1	OR6B1	Olfr449
LRG1	LRG1	Lrg1
IER5	IER5	Ier5
SIAH1	SIAH1	Siah1a
FAM98C	FAM98C	Fam98c
OR2B3	OR2B3	None
TOMM34	TOMM34	Tomm34
DMRTB1	DMRTB1	Dmrtb1
OPTC	OPTC	Optc
NFKBID	NFKBID	Nfkbid
CDK1	CDK1	Cdk1
B3GAT2	B3GAT2	B3gat2
OR5A1	OR5A1	Olfr76
SIRPB1	None	Sirpb1b
PRR16	PRR16	Prr16
MMADHC	MMADHC	Mmadhc
SLC25A3	SLC25A3	Slc25a3
CAPZA3	CAPZA3	Capza3
SLC25A35	SLC25A35	Slc25a35
PRKACG	PRKACG	None
OR10D3	None	Olfr958
SUSD6	KIAA0247	Susd6
ART1	ART1	Art1
CXCR1	CXCR1	Cxcr1
MRM1	DHRS11	Mrm1
VASP	VASP	Vasp
GIMAP2	GIMAP2	None
DAZL	DAZL	Dazl
SRRD	SRRD	Srrd
SLC25A38	SLC25A38	Slc25a38
SKAP1	SKAP1	Skap1
RMDN1	RMDN1	Rmdn1
PPA1	PPA1	Ppa1
CYC1	CYC1	Cyc1
ALKBH4	ALKBH4	Alkbh4
TGOLN2	TGOLN2	None
