human	macaque	mouse
GPR15_HUMAN	GPR15_MACMU	GPR15_MOUSE
NUD13_HUMAN	F7F2R6_MACMU	NUD13_MOUSE
TEFF1_HUMAN	F6ZHT2_MACMU	TEFF1_MOUSE
ECI2_HUMAN	F7AWB0_MACMU	ECI2_MOUSE
FUT10_HUMAN	F7AWB0_MACMU	FUT10_MOUSE
EIPR1_HUMAN	A0A5F8A2R0_MACMU	EIPR1_MOUSE
EFC4A_HUMAN	A0A1D5QHB1_MACMU	EFC4A_MOUSE
LIPJ_HUMAN	F7CTG9_MACMU	EFC4A_MOUSE
NAT16_HUMAN	A0A5F8AKK7_MACMU	EFC4A_MOUSE
GTPBA_HUMAN	F7GZX7_MACMU	GTPBA_MOUSE
GBP4_HUMAN	F7GZX7_MACMU	GBP4_MOUSE
PCGF6_HUMAN	F7DTZ0_MACMU	PCGF6_MOUSE
PVR_HUMAN	A0A5F8ABK3_MACMU	PCGF6_MOUSE
PEPA5_HUMAN	F7D2K8_MACMU	B7ZWD6_MOUSE
PEPA3_HUMAN	PEPA_MACMU	B7ZWD6_MOUSE
TRI64_HUMAN	F6ZA58_MACMU	B7ZWD6_MOUSE
CCR5_HUMAN	A0A5F8AE97_MACMU	CCR5_MOUSE
CCNY_HUMAN	F7HHK7_MACMU	CCNY_MOUSE
CCR6_HUMAN	F6VQA9_MACMU	CCR6_MOUSE
TM6S1_HUMAN	F7H8Q1_MACMU	TM6S1_MOUSE
TEDC1_HUMAN	A0A5F8ABP6_MACMU	TEDC1_MOUSE
PE2R2_HUMAN	F7HTJ6_MACMU	PE2R2_MOUSE
MK12_HUMAN	F6ZTS0_MACMU	MK12_MOUSE
FCGRN_HUMAN	H9Z6D2_MACMU	FCGRN_MOUSE
AAAD_HUMAN	F7G6L8_MACMU	AAAD_MOUSE
CRTAM_HUMAN	A0A5F8A8E9_MACMU	CRTAM_MOUSE
CXCR4_HUMAN	CXCR4_MACMU	CXCR4_MOUSE
PRPH2_HUMAN	A0A5F8ALP2_MACMU	PRPH2_MOUSE
KLF1_HUMAN	F6WXX2_MACMU	KLF1_MOUSE
PYRD_HUMAN	A0A1D5QFA7_MACMU	PYRD_MOUSE
ZFY27_HUMAN	F6S4L7_MACMU	ZFY27_MOUSE
GPR83_HUMAN	F6S4L7_MACMU	GPR83_MOUSE
QKI_HUMAN	F7ACH8_MACMU	QKI_MOUSE
GALR1_HUMAN	A0A5F7ZRW1_MACMU	GALR1_MOUSE
HAUS4_HUMAN	A0A1D5Q609_MACMU	HAUS4_MOUSE
3BHS7_HUMAN	F7DNT9_MACMU	3BHS7_MOUSE
MKX_HUMAN	F7BEZ3_MACMU	MKX_MOUSE
PAQR2_HUMAN	F7GWW1_MACMU	PAQR2_MOUSE
S39AD_HUMAN	A0A5F8AST0_MACMU	S39AD_MOUSE
MAPK3_HUMAN	A0A5F8AEA1_MACMU	MAPK3_MOUSE
RING2_HUMAN	H9FY38_MACMU	RING2_MOUSE
HPLN3_HUMAN	F6ZXD2_MACMU	HPLN3_MOUSE
PTGR2_HUMAN	G7MYM3_MACMU	PTGR2_MOUSE
HM13_HUMAN	F7BY21_MACMU	HM13_MOUSE
CIAO1_HUMAN	A0A5F8AKZ0_MACMU	CIAO1_MOUSE
P2RY4_HUMAN	F6SLS0_MACMU	P2RY4_MOUSE
HDA11_HUMAN	F7HB86_MACMU	HDA11_MOUSE
ATAT_HUMAN	ATAT_MACMU	ATAT_MOUSE
ERLN1_HUMAN	G7N0W9_MACMU	ERLN1_MOUSE
ABI3_HUMAN	F6PKZ0_MACMU	ABI3_MOUSE
TEX9_HUMAN	F7D424_MACMU	TEX9_MOUSE
GDF3_HUMAN	A0A5F8A9X7_MACMU	GDF3_MOUSE
APTX_HUMAN	H9YUS5_MACMU	APTX_MOUSE
THUM1_HUMAN	F6Z305_MACMU	THUM1_MOUSE
SEH1_HUMAN	F6Z305_MACMU	SEH1_MOUSE
APOA4_HUMAN	F7FQN6_MACMU	APOA4_MOUSE
KHDR2_HUMAN	G7MPN8_MACMU	KHDR2_MOUSE
NF2IP_HUMAN	F7F810_MACMU	NF2IP_MOUSE
PNMA2_HUMAN	H9FNX3_MACMU	PNMA2_MOUSE
CAB39_HUMAN	F6Y0R1_MACMU	CAB39_MOUSE
SIA8F_HUMAN	A0A5F8A7H3_MACMU	SIA8F_MOUSE
CNTFR_HUMAN	F7HC46_MACMU	CNTFR_MOUSE
ACTT2_HUMAN	F7FHH3_MACMU	ACTT2_MOUSE
PTX3_HUMAN	A0A5F8AKJ2_MACMU	PTX3_MOUSE
WDR31_HUMAN	F6TT15_MACMU	WDR31_MOUSE
DNJB4_HUMAN	H9EQ05_MACMU	DNJB4_MOUSE
SRTD4_HUMAN	F6RAV8_MACMU	SRTD4_MOUSE
TR1L1_HUMAN	F7HQE5_MACMU	TR1L1_MOUSE
SCAM3_HUMAN	F6TUP0_MACMU	SCAM3_MOUSE
LRRC2_HUMAN	A0A5F8A7G0_MACMU	LRRC2_MOUSE
ANR16_HUMAN	H9H3S0_MACMU	ANR16_MOUSE
ANGL7_HUMAN	F7HQR6_MACMU	ANGL7_MOUSE
ARGI2_HUMAN	A0A5F8AJK0_MACMU	ARGI2_MOUSE
F118B_HUMAN	I0FGW7_MACMU	F118B_MOUSE
ADK_HUMAN	F6Z1Q1_MACMU	ADK_MOUSE
STML2_HUMAN	G7NFE6_MACMU	STML2_MOUSE
CSN5_HUMAN	F7H142_MACMU	CSN5_MOUSE
RFOX3_HUMAN	F7EBP5_MACMU	RFOX3_MOUSE
BHE22_HUMAN	A0A1D5QKF4_MACMU	BHE22_MOUSE
DNM3L_HUMAN	F7BC47_MACMU	DNM3L_MOUSE
MARH9_HUMAN	A0A1D5Q3T8_MACMU	MARH9_MOUSE
NAR3_HUMAN	A0A5F8AMS9_MACMU	NAR3_MOUSE
RPP40_HUMAN	F7C1Q7_MACMU	RPP40_MOUSE
PCGF2_HUMAN	F7EIY7_MACMU	PCGF2_MOUSE
FHL1_HUMAN	A0A1D5QTS1_MACMU	FHL1_MOUSE
KR104_HUMAN	F6Y922_MACMU	FHL1_MOUSE
GPR52_HUMAN	F6Y922_MACMU	GPR52_MOUSE
AMZ2_HUMAN	F7FWV0_MACMU	AMZ2_MOUSE
UT1_HUMAN	A0A1D5QMW3_MACMU	UT1_MOUSE
CAPG_HUMAN	A0A5F7ZRF2_MACMU	CAPG_MOUSE
ACTT1_HUMAN	G7NRD2_MACMU	ACTT1_MOUSE
HCAR2_HUMAN	A0A1D5QR05_MACMU	HCAR2_MOUSE
ZN707_HUMAN	A0A5F7ZF88_MACMU	D3Z445_MOUSE
MBPHL_HUMAN	F7E1N8_MACMU	MBPHL_MOUSE
S1PR2_HUMAN	F7HPM1_MACMU	S1PR2_MOUSE
ANXA2_HUMAN	F7H0C7_MACMU	ANXA2_MOUSE
PAR4_HUMAN	A0A5F8A3W6_MACMU	PAR4_MOUSE
PKHS1_HUMAN	A0A1D5QI35_MACMU	PKHS1_MOUSE
LPAR2_HUMAN	F6WZP3_MACMU	LPAR2_MOUSE
RENR_HUMAN	F7BK83_MACMU	RENR_MOUSE
ZN669_HUMAN	F6QST1_MACMU	A2BFU4_MOUSE
ABHD6_HUMAN	F7HIR3_MACMU	ABHD6_MOUSE
PHYIP_HUMAN	F7HAA3_MACMU	PHYIP_MOUSE
PALM_HUMAN	A0A1D5Q535_MACMU	PALM_MOUSE
BTNL3_HUMAN	A0A1D5RG39_MACMU	PALM_MOUSE
AHSA1_HUMAN	A0A1D5QXA8_MACMU	AHSA1_MOUSE
PK1IP_HUMAN	A0A5F8A1L0_MACMU	PK1IP_MOUSE
NECA2_HUMAN	A0A5F8ASB2_MACMU	NECA2_MOUSE
CDK10_HUMAN	A0A5F8ARK7_MACMU	CDK10_MOUSE
PON2_HUMAN	G7MLU8_MACMU	PON2_MOUSE
CCNG2_HUMAN	A0A5F8A671_MACMU	CCNG2_MOUSE
ZSC16_HUMAN	F7EHB8_MACMU	CCNG2_MOUSE
CATW_HUMAN	F7F868_MACMU	CATW_MOUSE
CCR10_HUMAN	F7B7V9_MACMU	CCR10_MOUSE
TM115_HUMAN	F7F5U5_MACMU	TM115_MOUSE
WDR5_HUMAN	F7AMK0_MACMU	WDR5_MOUSE
TSYL6_HUMAN	F6UFQ6_MACMU	WDR5_MOUSE
FA50A_HUMAN	A0A5K1UVZ5_MACMU	FA50A_MOUSE
FCRL1_HUMAN	A0A5F7ZAL8_MACMU	FCRL1_MOUSE
FFAR4_HUMAN	F7GSF0_MACMU	FFAR4_MOUSE
HOME1_HUMAN	F7HNK9_MACMU	HOME1_MOUSE
NDRG4_HUMAN	F7HNK9_MACMU	NDRG4_MOUSE
GMPR2_HUMAN	F7FJQ6_MACMU	GMPR2_MOUSE
ATOH1_HUMAN	F7BZY9_MACMU	ATOH1_MOUSE
UB2Q2_HUMAN	F7BZY9_MACMU	UB2Q2_MOUSE
TADA1_HUMAN	F7ETZ6_MACMU	TADA1_MOUSE
KLF2_HUMAN	A0A1D5R292_MACMU	KLF2_MOUSE
RPAC1_HUMAN	G7MPF0_MACMU	RPAC1_MOUSE
MET24_HUMAN	F7GYP2_MACMU	MET24_MOUSE
LBP_HUMAN	A0A5F8AUS0_MACMU	LBP_MOUSE
TYDP2_HUMAN	F6PMX6_MACMU	TYDP2_MOUSE
DMRTD_HUMAN	F6YWL8_MACMU	DMRTD_MOUSE
TCEA3_HUMAN	F7GDE5_MACMU	TCEA3_MOUSE
TIM50_HUMAN	F6XPL4_MACMU	TIM50_MOUSE
ABHD4_HUMAN	H9Z1B3_MACMU	ABHD4_MOUSE
SRSF6_HUMAN	H9FYE8_MACMU	SRSF6_MOUSE
AMMR1_HUMAN	F7F5K4_MACMU	AMMR1_MOUSE
DCAM_HUMAN	H9EU24_MACMU	DCAM1_MOUSE
RGDSR_HUMAN	F6SS94_MACMU	DCAM1_MOUSE
SIA10_HUMAN	A0A5F8AA79_MACMU	SIA10_MOUSE
TMOD2_HUMAN	A0A1D5QAZ4_MACMU	TMOD2_MOUSE
ASAH1_HUMAN	F6S5E6_MACMU	ASAH1_MOUSE
RSPH3_HUMAN	F7GJB5_MACMU	ASAH1_MOUSE
S2A4R_HUMAN	F6PTG7_MACMU	ASAH1_MOUSE
IKBE_HUMAN	F7GSS2_MACMU	IKBE_MOUSE
TNR25_HUMAN	F7GXU5_MACMU	B1AWN9_MOUSE
EI24_HUMAN	F6QT29_MACMU	EI24_MOUSE
GALR3_HUMAN	A0A5F8AM31_MACMU	GALR3_MOUSE
C2C4C_HUMAN	A0A5F8AM31_MACMU	C2C4C_MOUSE
LIMS1_HUMAN	A0A1D5RCX6_MACMU	LIMS1_MOUSE
LSM11_HUMAN	A0A5F8AMJ5_MACMU	LSM11_MOUSE
CTSR3_HUMAN	F7BHK8_MACMU	CTSR3_MOUSE
PGTB2_HUMAN	F7H489_MACMU	PGTB2_MOUSE
SETD7_HUMAN	F7GQW1_MACMU	SETD7_MOUSE
CAH10_HUMAN	A0A1D5R9Z6_MACMU	CAH10_MOUSE
PGRP4_HUMAN	F7F8I2_MACMU	PGRP4_MOUSE
HMX3_HUMAN	F7DSD4_MACMU	HMX3_MOUSE
SIGL9_HUMAN	F7A4G3_MACMU	SIG12_MOUSE
F90A5_HUMAN	A0A5F8AUJ0_MACMU	Q9D4F3_MOUSE
CL20A_HUMAN	A0A5F7ZWT3_MACMU	Q9D4F3_MOUSE
TM144_HUMAN	F7GN01_MACMU	TM144_MOUSE
LPAR3_HUMAN	F6S7Z0_MACMU	LPAR3_MOUSE
KAPCB_HUMAN	A0A5K1UDP0_MACMU	KAPCB_MOUSE
BARH2_HUMAN	A0A5F8A8S0_MACMU	BARH2_MOUSE
RABEK_HUMAN	F6U1D0_MACMU	RABEK_MOUSE
B3GT1_HUMAN	F7DET1_MACMU	B3GT1_MOUSE
DOK6_HUMAN	F7HM84_MACMU	DOK6_MOUSE
LT4R2_HUMAN	F6TFK0_MACMU	LT4R2_MOUSE
LRTM2_HUMAN	A0A5F8A7R3_MACMU	LRTM2_MOUSE
HXA1_HUMAN	F6Q6A4_MACMU	HXA1_MOUSE
ADA_HUMAN	F7AJ20_MACMU	ADA_MOUSE
ZN552_HUMAN	H9H2T5_MACMU	ADA_MOUSE
MP2K3_HUMAN	F6UE97_MACMU	MP2K3_MOUSE
KCNK1_HUMAN	F6X4F1_MACMU	KCNK1_MOUSE
ENTP5_HUMAN	F6X4F1_MACMU	ENTP5_MOUSE
TFAP4_HUMAN	H9ZCX6_MACMU	Q9JIZ5_MOUSE
ANR61_HUMAN	A0A1D5QWM7_MACMU	ANR61_MOUSE
CCD97_HUMAN	G7NLI9_MACMU	CCD97_MOUSE
APMAP_HUMAN	A0A5F7ZYM2_MACMU	APMAP_MOUSE
TSSK2_HUMAN	F7H4I7_MACMU	TSSK2_MOUSE
HAUS8_HUMAN	F6YIU4_MACMU	HAUS8_MOUSE
ELMD1_HUMAN	G7NBT2_MACMU	ELMD1_MOUSE
CHPT1_HUMAN	A0A5F7ZED7_MACMU	CHPT1_MOUSE
ARFP2_HUMAN	F7C8Z7_MACMU	ARFP2_MOUSE
PPAP_HUMAN	F7FVP6_MACMU	PPAP_MOUSE
PBX4_HUMAN	A0A1D5R3C1_MACMU	PPAP_MOUSE
ZCHC4_HUMAN	A0A1D5R3C1_MACMU	ZCHC4_MOUSE
NKX24_HUMAN	F6VYJ7_MACMU	NKX24_MOUSE
QORL1_HUMAN	A0A1D5R3G8_MACMU	QORL1_MOUSE
SEPT3_HUMAN	A0A1D5R3G8_MACMU	SEPT3_MOUSE
PO4F3_HUMAN	A0A1D5R3G8_MACMU	PO4F3_MOUSE
CD123_HUMAN	F7HCL7_MACMU	CD123_MOUSE
OPCM_HUMAN	F6WLQ9_MACMU	G5E8G3_MOUSE
ADH1B_HUMAN	A0A5F7ZAH4_MACMU	ADH1_MOUSE
F185A_HUMAN	A0A1D5R4C6_MACMU	F185A_MOUSE
B3GN6_HUMAN	A0A5F7ZRH5_MACMU	B3GN6_MOUSE
SEPT1_HUMAN	A0A5F7ZRH5_MACMU	SEPT1_MOUSE
CENPU_HUMAN	F7HTT5_MACMU	CENPU_MOUSE
CI050_HUMAN	H9H3C9_MACMU	A2APZ1_MOUSE
RT05_HUMAN	A0A5F8ARR3_MACMU	RT05_MOUSE
ST2B1_HUMAN	F7H354_MACMU	ST2B1_MOUSE
SSR5_HUMAN	A0A1D5R040_MACMU	SSR5_MOUSE
TBPL2_HUMAN	F6VEJ6_MACMU	TBPL2_MOUSE
PRP18_HUMAN	F7HET3_MACMU	PRP18_MOUSE
CD37L_HUMAN	F7BDY8_MACMU	CD37L_MOUSE
SHSA8_HUMAN	F6WUN1_MACMU	SHSA8_MOUSE
FUCT1_HUMAN	F7HH07_MACMU	FUCT1_MOUSE
BECN2_HUMAN	A0A5F8AI69_MACMU	BECN2_MOUSE
SNR48_HUMAN	F6WDE7_MACMU	SNR48_MOUSE
HAOX2_HUMAN	F6VXK2_MACMU	HAOX2_MOUSE
EPHX3_HUMAN	F7FDM1_MACMU	EPHX3_MOUSE
ADAP1_HUMAN	F7FDM1_MACMU	E9PY16_MOUSE
DHDDS_HUMAN	H9FZZ8_MACMU	DHDDS_MOUSE
GBP2_HUMAN	H9FZZ8_MACMU	GBP1_MOUSE
EPT1_HUMAN	H9FZZ8_MACMU	EPT1_MOUSE
WDR73_HUMAN	F6PPV7_MACMU	WDR73_MOUSE
RSAD2_HUMAN	F6XVY4_MACMU	RSAD2_MOUSE
OSGEP_HUMAN	F7FCR0_MACMU	OSGEP_MOUSE
FOSB_HUMAN	G7NMY0_MACMU	FOSB_MOUSE
LSAMP_HUMAN	F7FED6_MACMU	LSAMP_MOUSE
H1BP3_HUMAN	A0A5F8A2P8_MACMU	H1BP3_MOUSE
CEBPB_HUMAN	I2CUK0_MACMU	CEBPB_MOUSE
ANHX_HUMAN	F7D2Q7_MACMU	CEBPB_MOUSE
NDEL1_HUMAN	A0A5F8A9T7_MACMU	NDEL1_MOUSE
PAQR7_HUMAN	F7BDE7_MACMU	PAQR7_MOUSE
KMT5A_HUMAN	A0A1D5RB82_MACMU	KMT5A_MOUSE
ADAT3_HUMAN	A0A5F8AV56_MACMU	ADAT3_MOUSE
ZNHI2_HUMAN	F6ZWU8_MACMU	ZNHI2_MOUSE
FMT_HUMAN	A0A5F8A659_MACMU	FMT_MOUSE
DUS11_HUMAN	F7FAZ4_MACMU	DUS11_MOUSE
RX_HUMAN	F6SRZ1_MACMU	RX_MOUSE
RBM4_HUMAN	F6SRZ1_MACMU	RBM4_MOUSE
P2Y10_HUMAN	F7AD08_MACMU	P2Y10_MOUSE
3BHS1_HUMAN	F7HEJ6_MACMU	3BHS3_MOUSE
TM10C_HUMAN	F7EUC5_MACMU	TM10C_MOUSE
NR1I3_HUMAN	NR1I3_MACMU	NR1I3_MOUSE
PP1R8_HUMAN	F7E1T5_MACMU	PP1R8_MOUSE
LDHB_HUMAN	A0A5F8A0A6_MACMU	LDHB_MOUSE
PAX9_HUMAN	PAX9_MACMU	PAX9_MOUSE
UD13_HUMAN	PAX9_MACMU	B2RT14_MOUSE
MK13_HUMAN	A0A1D5QC76_MACMU	MK13_MOUSE
SFTPD_HUMAN	SFTPD_MACMU	SFTPD_MOUSE
GOG8S_HUMAN	F6Y4F6_MACMU	SFTPD_MOUSE
APOA5_HUMAN	G7NC43_MACMU	APOA5_MOUSE
BMI1_HUMAN	F6TEP3_MACMU	BMI1_MOUSE
STX18_HUMAN	F6VA15_MACMU	STX18_MOUSE
STEA1_HUMAN	F6PLK4_MACMU	STEA1_MOUSE
LR75A_HUMAN	I0FRL8_MACMU	LR75A_MOUSE
BUB3_HUMAN	F7DSC1_MACMU	BUB3_MOUSE
CNR2_HUMAN	F6Z3G5_MACMU	CNR2_MOUSE
SAGE1_HUMAN	A0A5F8APL1_MACMU	CNR2_MOUSE
WBP1L_HUMAN	A0A5F7ZBF6_MACMU	WBP1L_MOUSE
ABHD5_HUMAN	A0A5F7Z9H3_MACMU	ABHD5_MOUSE
CXAR_HUMAN	F7FY16_MACMU	CXAR_MOUSE
ZNF85_HUMAN	A0A5K1U3C4_MACMU	CXAR_MOUSE
GALK1_HUMAN	F7DF76_MACMU	GALK1_MOUSE
RN167_HUMAN	A0A5F8AMN3_MACMU	RN167_MOUSE
SIAH2_HUMAN	F6TED2_MACMU	SIAH2_MOUSE
GPR20_HUMAN	F6PT20_MACMU	GPR20_MOUSE
CERS1_HUMAN	A0A5K1UBI4_MACMU	CERS1_MOUSE
NTRI_HUMAN	H9FV42_MACMU	NTRI_MOUSE
R3GEF_HUMAN	F6UE13_MACMU	R3GEF_MOUSE
POPD2_HUMAN	F6RE89_MACMU	POPD2_MOUSE
SERC_HUMAN	F7H2J6_MACMU	SERC_MOUSE
GPR62_HUMAN	A0A1D5RJ49_MACMU	GPR62_MOUSE
GPR62_HUMAN	A0A1D5RKR4_MACMU	A0A140LIX9_MOUSE
5HT3C_HUMAN	F6SYE8_MACMU	A0A140LIX9_MOUSE
CAHM1_HUMAN	A0A5F8AMN2_MACMU	CAHM1_MOUSE
CD14_HUMAN	B3Y6B8_MACMU	CD14_MOUSE
SIA7F_HUMAN	G7NEN1_MACMU	SIA7F_MOUSE
LIX1L_HUMAN	F7GPQ7_MACMU	LIX1L_MOUSE
PP1A_HUMAN	F7GWK9_MACMU	PP1A_MOUSE
OPSX_HUMAN	F7HTU3_MACMU	OPSX_MOUSE
RRP1_HUMAN	A0A5F8AHG5_MACMU	RRP1_MOUSE
LRC19_HUMAN	F6VW25_MACMU	LRC19_MOUSE
MFRN1_HUMAN	A0A5F8AQR0_MACMU	MFRN1_MOUSE
PP1B_HUMAN	F7D1M0_MACMU	PP1B_MOUSE
P2Y12_HUMAN	F6PW20_MACMU	P2Y12_MOUSE
B3GL1_HUMAN	F6UCJ0_MACMU	B3GL1_MOUSE
EIF3I_HUMAN	H9G180_MACMU	EIF3I_MOUSE
OTU1_HUMAN	F6XIA9_MACMU	OTU1_MOUSE
CXCR2_HUMAN	CXCR2_MACMU	CXCR2_MOUSE
HEY2_HUMAN	H9EU40_MACMU	HEY2_MOUSE
R113A_HUMAN	F6V216_MACMU	Q14B01_MOUSE
MP2K6_HUMAN	A0A1D5RHD1_MACMU	MP2K6_MOUSE
HXC10_HUMAN	HXC10_MACMU	HXC10_MOUSE
BHE40_HUMAN	HXC10_MACMU	BHE40_MOUSE
CCD89_HUMAN	A0A5F8AA55_MACMU	CCD89_MOUSE
RBM48_HUMAN	F6RN96_MACMU	RBM48_MOUSE
ZACN_HUMAN	A0A5F7ZJB6_MACMU	RBM48_MOUSE
TCF7_HUMAN	F7C2J4_MACMU	TCF7_MOUSE
MBNL2_HUMAN	F7GCS4_MACMU	MBNL2_MOUSE
SIA4A_HUMAN	A0A1D5RE99_MACMU	SIA4A_MOUSE
GMPR1_HUMAN	G7MQS5_MACMU	GMPR1_MOUSE
DNJB1_HUMAN	H9FTU6_MACMU	DNJB1_MOUSE
MB213_HUMAN	F7A6M4_MACMU	MB213_MOUSE
ATF4_HUMAN	A0A5F8A8K6_MACMU	ATF4_MOUSE
FUT1_HUMAN	Q9TUD2_MACMU	FUT1_MOUSE
SSR2_HUMAN	A0A5F8A773_MACMU	SSR2_MOUSE
DHB2_HUMAN	A0A1D5QPG5_MACMU	DHB2_MOUSE
GPR26_HUMAN	F6W9L4_MACMU	GPR26_MOUSE
TEX28_HUMAN	A0A5F8AME6_MACMU	B1AYN9_MOUSE
NAGA_HUMAN	A0A5F8AME6_MACMU	NAGA_MOUSE
ADRB3_HUMAN	ADRB3_MACMU	ADRB3_MOUSE
B3GT9_HUMAN	F7G6V1_MACMU	A0A1L1SR01_MOUSE
DOK4_HUMAN	A0A5F7ZD78_MACMU	DOK4_MOUSE
I20L2_HUMAN	F7HRE8_MACMU	I20L2_MOUSE
STK19_HUMAN	F6RT19_MACMU	STK19_MOUSE
FCRL4_HUMAN	F7EQU4_MACMU	STK19_MOUSE
COQ2_HUMAN	F6XCH9_MACMU	COQ2_MOUSE
TMOD3_HUMAN	A0A5F7ZW37_MACMU	TMOD3_MOUSE
FANCG_HUMAN	A0A5F7ZW37_MACMU	FANCG_MOUSE
RIC3_HUMAN	F6V6I3_MACMU	RIC3_MOUSE
AACT_HUMAN	F6SL92_MACMU	SPA3N_MOUSE
FNTA_HUMAN	F6SL92_MACMU	FNTA_MOUSE
DKK3_HUMAN	F6WNA0_MACMU	DKK3_MOUSE
SUCA_HUMAN	G7NAH3_MACMU	SUCA_MOUSE
BORG4_HUMAN	F7F354_MACMU	BORG4_MOUSE
GPR82_HUMAN	F7BKS5_MACMU	GPR82_MOUSE
SPT22_HUMAN	F7GMI9_MACMU	SPT22_MOUSE
PDD2L_HUMAN	F6TLP6_MACMU	PDD2L_MOUSE
UBP18_HUMAN	I0FNX7_MACMU	UBP18_MOUSE
ANKR2_HUMAN	F7GG93_MACMU	ANKR2_MOUSE
DPH1_HUMAN	F7GG93_MACMU	DPH1_MOUSE
PAB4L_HUMAN	G7MRZ8_MACMU	G5E8X2_MOUSE
CCD34_HUMAN	F7E3E7_MACMU	CCD34_MOUSE
NODAL_HUMAN	F7FDC0_MACMU	NODAL_MOUSE
RFX8_HUMAN	F7FDC0_MACMU	RFX8_MOUSE
TMOD1_HUMAN	A0A1D5RBQ1_MACMU	TMOD1_MOUSE
ADH1A_HUMAN	F7HK88_MACMU	TMOD1_MOUSE
SHRPN_HUMAN	F6X2J2_MACMU	SHRPN_MOUSE
VP26B_HUMAN	A0A5F8AG52_MACMU	VP26B_MOUSE
EFNB3_HUMAN	A0A1D5Q3L1_MACMU	EFNB3_MOUSE
MAFA_HUMAN	A0A5F7ZV60_MACMU	MAFA_MOUSE
FRS1L_HUMAN	F6V2P5_MACMU	FRS1L_MOUSE
SYNE4_HUMAN	F7CAS3_MACMU	SYNE4_MOUSE
TTPAL_HUMAN	F6S6M9_MACMU	TTPAL_MOUSE
ADCL3_HUMAN	A0A5F7ZGQ5_MACMU	ADCL3_MOUSE
CLVS2_HUMAN	F7EDV5_MACMU	CLVS2_MOUSE
LST8_HUMAN	F6QH85_MACMU	LST8_MOUSE
MEST_HUMAN	F7HBB8_MACMU	MEST_MOUSE
GPS2_HUMAN	G7NIE2_MACMU	GPS2_MOUSE
HPDL_HUMAN	F7GQP6_MACMU	HPDL_MOUSE
LPAR5_HUMAN	F6W4B2_MACMU	LPAR5_MOUSE
CGRF1_HUMAN	H9ERZ0_MACMU	CGRF1_MOUSE
MAFB_HUMAN	A0A5K1US22_MACMU	MAFB_MOUSE
VWC2_HUMAN	A0A1D5QZI0_MACMU	VWC2_MOUSE
SCRN1_HUMAN	A0A1D5R5D2_MACMU	SCRN1_MOUSE
OAS1_HUMAN	F7EI59_MACMU	OAS1A_MOUSE
FUT5_HUMAN	A0A5F7ZJX0_MACMU	OAS1A_MOUSE
TRI44_HUMAN	A0A5F8A7V2_MACMU	TRI44_MOUSE
SH22A_HUMAN	A0A1D5QZZ0_MACMU	SH22A_MOUSE
TM268_HUMAN	F7CJG5_MACMU	TM268_MOUSE
VP26A_HUMAN	H9EPD6_MACMU	VP26A_MOUSE
ACADL_HUMAN	H9EPD6_MACMU	ACADL_MOUSE
GPDA_HUMAN	G7N6Y5_MACMU	GPDA_MOUSE
KLDC9_HUMAN	F6V189_MACMU	KLDC9_MOUSE
ZNT8_HUMAN	A0A5F8AAT3_MACMU	ZNT8_MOUSE
SIA7E_HUMAN	F6UEG4_MACMU	SIA7E_MOUSE
CP39A_HUMAN	A0A5F7ZI97_MACMU	CP39A_MOUSE
NDK7_HUMAN	A0A1D5QPI5_MACMU	NDK7_MOUSE
OTUL_HUMAN	A0A5F8ABU0_MACMU	OTUL_MOUSE
PAQR6_HUMAN	F7HAI9_MACMU	PAQR6_MOUSE
V2R_HUMAN	A0A5F7ZFB1_MACMU	V2R_MOUSE
CC50B_HUMAN	H9H373_MACMU	CC50B_MOUSE
FXDC2_HUMAN	A0A5F8AVJ8_MACMU	A0A1W2P8B8_MOUSE
GORAB_HUMAN	F7FLF4_MACMU	GORAB_MOUSE
MAGT1_HUMAN	H9G0J7_MACMU	MAGT1_MOUSE
CS067_HUMAN	A0A1D5QV68_MACMU	CS067_MOUSE
GDE1_HUMAN	F6XK04_MACMU	GDE1_MOUSE
MET18_HUMAN	F7CK58_MACMU	MET18_MOUSE
CATB_HUMAN	A0A5F7ZQG5_MACMU	CATB_MOUSE
TM129_HUMAN	I0FWD8_MACMU	TM129_MOUSE
TFEC_HUMAN	A0A1D5QUV2_MACMU	TFEC_MOUSE
E2F5_HUMAN	A0A1D5R770_MACMU	E2F5_MOUSE
RFC5_HUMAN	F6QMV0_MACMU	RFC5_MOUSE
3HIDH_HUMAN	F6W2R9_MACMU	3HIDH_MOUSE
FOXB1_HUMAN	F7D628_MACMU	FOXB1_MOUSE
SDS3_HUMAN	H9EPK1_MACMU	SDS3_MOUSE
T120B_HUMAN	A0A5F7ZAG9_MACMU	T120B_MOUSE
MRGRF_HUMAN	A0A1D5QFH2_MACMU	MRGRF_MOUSE
RAD51_HUMAN	F6TQF9_MACMU	RAD51_MOUSE
EFNB2_HUMAN	F7HHG1_MACMU	EFNB2_MOUSE
A1ATR_HUMAN	A0A5F8ANV5_MACMU	EFNB2_MOUSE
MOAP1_HUMAN	H9H5R3_MACMU	MOAP1_MOUSE
ELAV1_HUMAN	F7HS28_MACMU	ELAV1_MOUSE
NTCP7_HUMAN	G7MS31_MACMU	NTCP7_MOUSE
S2540_HUMAN	F7H3V4_MACMU	S2540_MOUSE
A4GAT_HUMAN	G7N441_MACMU	A4GAT_MOUSE
